curated_category_id,product_id,product_type
18,68663,STOCK-IMAGE
18,164742,STOCK-IMAGE
18,164744,STOCK-IMAGE
18,165432,STOCK-IMAGE
18,165457,STOCK-IMAGE
18,165458,STOCK-IMAGE
18,165747,STOCK-IMAGE
18,165748,STOCK-IMAGE
18,183595,STOCK-IMAGE
18,183609,STOCK-IMAGE
18,183710,STOCK-IMAGE
18,196042,STOCK-IMAGE
18,209180,STOCK-IMAGE
18,209181,STOCK-IMAGE
19,3621,STOCK-IMAGE
19,14539,STOCK-IMAGE
19,173488,STOCK-IMAGE
19,277278,STOCK-IMAGE
19,251650,STOCK-IMAGE
19,251652,STOCK-IMAGE
19,251653,STOCK-IMAGE
19,208211,STOCK-IMAGE
19,153007,STOCK-IMAGE
19,139730,STOCK-IMAGE
19,332425,STOCK-IMAGE
19,55611,STOCK-IMAGE
19,95759,STOCK-IMAGE
19,194321,STOCK-IMAGE
19,270640,STOCK-IMAGE
19,265498,STOCK-IMAGE
19,95550,STOCK-IMAGE
19,164489,STOCK-IMAGE
19,198681,STOCK-IMAGE
19,198729,STOCK-IMAGE
19,198730,STOCK-IMAGE
19,198750,STOCK-IMAGE
19,36743,STOCK-IMAGE
19,60043,STOCK-IMAGE
19,198834,STOCK-IMAGE
19,66222,STOCK-IMAGE
19,218696,STOCK-IMAGE
19,254820,STOCK-IMAGE
19,254867,STOCK-IMAGE
19,184454,STOCK-IMAGE
19,170115,STOCK-IMAGE
19,82708,STOCK-IMAGE
19,184502,STOCK-IMAGE
19,227396,STOCK-IMAGE
19,282919,STOCK-IMAGE
19,170285,STOCK-IMAGE
19,207076,STOCK-IMAGE
19,159686,STOCK-IMAGE
19,123972,STOCK-IMAGE
19,206553,STOCK-IMAGE
19,157488,STOCK-IMAGE
19,284582,STOCK-IMAGE
19,239946,STOCK-IMAGE
19,247427,STOCK-IMAGE
19,265444,STOCK-IMAGE
19,261999,STOCK-IMAGE
19,277953,STOCK-IMAGE
19,87881,STOCK-IMAGE
19,87882,STOCK-IMAGE
19,35067,STOCK-IMAGE
19,238748,STOCK-IMAGE
19,238981,STOCK-IMAGE
19,50379,STOCK-IMAGE
19,147291,STOCK-IMAGE
19,147475,STOCK-IMAGE
19,147994,STOCK-IMAGE
19,259617,STOCK-IMAGE
19,84292,STOCK-IMAGE
19,302925,STOCK-IMAGE
19,153901,STOCK-IMAGE
19,153902,STOCK-IMAGE
19,168068,STOCK-IMAGE
19,334688,STOCK-IMAGE
19,162887,STOCK-IMAGE
19,281081,STOCK-IMAGE
19,118108,STOCK-IMAGE
19,195547,STOCK-IMAGE
19,140426,STOCK-IMAGE
19,140436,STOCK-IMAGE
19,248332,STOCK-IMAGE
19,90429,STOCK-IMAGE
19,249167,STOCK-IMAGE
19,326933,STOCK-IMAGE
19,278942,STOCK-IMAGE
19,283524,STOCK-IMAGE
19,136077,STOCK-IMAGE
19,128589,STOCK-IMAGE
19,126898,STOCK-IMAGE
19,128670,STOCK-IMAGE
19,128671,STOCK-IMAGE
19,128612,STOCK-IMAGE
19,128759,STOCK-IMAGE
19,128452,STOCK-IMAGE
19,133677,STOCK-IMAGE
19,135389,STOCK-IMAGE
19,128323,STOCK-IMAGE
19,131631,STOCK-IMAGE
19,135768,STOCK-IMAGE
19,133977,STOCK-IMAGE
19,128988,STOCK-IMAGE
19,132474,STOCK-IMAGE
19,133463,STOCK-IMAGE
19,174717,STOCK-IMAGE
19,163027,STOCK-IMAGE
19,275970,STOCK-IMAGE
19,282342,STOCK-IMAGE
19,282343,STOCK-IMAGE
19,240399,STOCK-IMAGE
19,246832,STOCK-IMAGE
19,246721,STOCK-IMAGE
19,307126,STOCK-IMAGE
19,329907,STOCK-IMAGE
19,270249,STOCK-IMAGE
19,261540,STOCK-IMAGE
19,270361,STOCK-IMAGE
19,261101,STOCK-IMAGE
19,260981,STOCK-IMAGE
19,260999,STOCK-IMAGE
19,261000,STOCK-IMAGE
19,261001,STOCK-IMAGE
19,316388,STOCK-IMAGE
19,314821,STOCK-IMAGE
19,320825,STOCK-IMAGE
19,320831,STOCK-IMAGE
19,263866,STOCK-IMAGE
19,306922,STOCK-IMAGE
19,63975,STOCK-IMAGE
19,82967,STOCK-IMAGE
19,9463,STOCK-IMAGE
19,1216,STOCK-IMAGE
19,145349,STOCK-IMAGE
19,219466,STOCK-IMAGE
19,2951,STOCK-IMAGE
19,25154,STOCK-IMAGE
19,25159,STOCK-IMAGE
20,261830,STOCK-IMAGE
20,261831,STOCK-IMAGE
20,309076,STOCK-IMAGE
20,201892,STOCK-IMAGE
20,262291,STOCK-IMAGE
20,304829,STOCK-IMAGE
