"SKU","Name","ArteVenue Category","Price(Excluding tax)","Tax(in amt)","Length","Width","Quantity","Description","Image URL","Additional Information","Image Thumbnail URL"
"5416","Water Lilies","European","5170.00","554.00","22.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 17; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 22.00; Acrylic covered; ",""
"5417"," The Willows","European","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5418","The Artists Garden in Argenteuil","European","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5419","Vase with Summer Flowers","Floral","1290.00","138.00","14.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 8; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 14.00; Acrylic covered; ",""
"5420","Japanese Beauties, 1776 ","Figurative","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5421","Recovering a jewel from the palace of the dragon king I","Animals","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5422","Recovering a jewel from the palace of the dragon king II","Animals","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5423","Recovering a jewel from the palace of the dragon king III","Animals","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5424","Leda and the Swan ","European","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5425","Vergine delle Rocce","Figurative","2530.00","271.00","23.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 17; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 23.00; Acrylic covered; ",""
"5426","Madonna del cardellino","Figurative","9730.00","1042.00","39.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 34; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 39.00; Acrylic covered; ",""
"5427","Green Wheat Fields, Auvers","Landscape","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5428","Flower Beds in Holland","Landscape","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5429","Noeud rouge","Abstract","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5430","Trente","Abstract","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5431","Komposition VII ","Abstract","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5432","A Center (detail)","Abstract","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5433","Rain, Steam and Speed, The Great Western Railway","European","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5434","The Fighting Temeraire","Coastal","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5435","Ulysses deriding Polyphemus","Museum","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5436","Woman and Tree I (Neutral)","Figurative","33850.00","3627.00","129.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 124; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 129.00; Acrylic covered; ",""
"5437","Woman and Tree II (Neutral)","Figurative","8710.00","933.00","68.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 62; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 68.00; Acrylic covered; ",""
"5438","Woman and Tree I (Red)","Figurative","33850.00","3627.00","129.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 124; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 129.00; Acrylic covered; ",""
"5439","Woman and Tree II (Red)","Figurative","8710.00","933.00","68.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 62; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 68.00; Acrylic covered; ",""
"5440","Leaving the Bath (Le Sortie du Bain)","Museum","5710.00","612.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5441","Portrait of Eugene Manet","Museum","1570.00","168.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5443","The Death of Sardanapalus","Museum","1570.00","168.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
